Symbol,Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA100,Signal,Entry/Exit,EMA 50 dias,EMA 200 dias,RSI,Variation
GSPC,2000-01-03,1469.25,1478.0,1438.36,1455.22,1455.22,931800000,,,0.0,,1455.22,1455.22,,
GSPC,2000-01-04,1455.22,1455.22,1397.43,1399.42,1399.42,1009000000,,,0.0,0.0,1453.0317647058826,1454.664776119403,,-0.03834471763719571
GSPC,2000-01-05,1399.42,1413.27,1377.68,1402.11,1402.11,1085500000,,,0.0,0.0,1451.0348327566323,1454.1418430236877,,0.0019222249217532017
GSPC,2000-01-06,1402.11,1411.9,1392.1,1403.45,1403.45,1092300000,,,0.0,0.0,1449.1687608838233,1453.6374465756908,,0.0009557024769812905
GSPC,2000-01-07,1403.45,1441.47,1400.73,1441.47,1441.47,1225200000,,,0.0,0.0,1448.866848692301,1453.5163774555347,,0.027090384409847124
GSPC,2000-01-10,1441.47,1464.36,1441.47,1457.6,1457.6,1064800000,,,0.0,0.0,1449.2093252141715,1453.5570105156785,,0.011189965798802604
GSPC,2000-01-11,1457.6,1458.66,1434.42,1438.56,1438.56,1014000000,,,0.0,0.0,1448.7917046175373,1453.407786530448,,-0.013062568605927583
GSPC,2000-01-12,1438.56,1442.6,1427.08,1432.25,1432.25,974600000,,,0.0,0.0,1448.1430103188104,1453.1972612913391,,-0.00438633077521966
GSPC,2000-01-13,1432.25,1454.2,1432.25,1449.68,1449.68,1030400000,,,0.0,0.0,1448.203284423955,1453.1622636665497,,0.012169663117472584
GSPC,2000-01-14,1449.68,1473.0,1449.68,1465.15,1465.15,1085900000,,,0.0,0.0,1448.8678615053686,1453.2815446250918,,0.010671320567297693
GSPC,2000-01-18,1465.15,1465.15,1451.3,1455.14,1455.14,1056700000,,,0.0,0.0,1449.1138277208443,1453.3000367183745,,-0.006832064976282304
GSPC,2000-01-19,1455.14,1461.39,1448.68,1455.9,1455.9,1087800000,,,0.0,0.0,1449.3799521239484,1453.325906999784,,0.0005222865153868828
GSPC,2000-01-20,1455.9,1465.71,1438.54,1445.57,1445.57,1100700000,,,0.0,0.0,1449.230542236735,1453.2487337958062,,-0.007095267532110872
GSPC,2000-01-21,1445.57,1453.18,1439.6,1441.36,1441.36,1209800000,,,0.0,0.0,1448.9218935215688,1453.1304379371413,,-0.0029123459950054498
GSPC,2000-01-24,1441.36,1454.09,1395.42,1401.53,1401.53,1115800000,,,0.0,0.0,1447.063387893272,1452.617000743737,,-0.027633623799744655
GSPC,2000-01-25,1401.53,1414.26,1388.49,1410.03,1410.03,1073700000,,,0.0,0.0,1445.6110981719671,1452.1932494925557,40.81018424370601,0.00606480061076109
GSPC,2000-01-26,1410.03,1412.73,1400.16,1404.09,1404.09,1117300000,,,0.0,0.0,1443.982819812282,1451.7146101941223,51.19126575174732,-0.004212676326035614
GSPC,2000-01-27,1404.09,1418.86,1370.99,1398.56,1398.56,1129500000,,,0.0,0.0,1442.2015327608199,1451.185708600151,49.10736736233343,-0.003938493971184176
GSPC,2000-01-28,1398.56,1398.56,1356.2,1360.16,1360.16,1095800000,,,0.0,0.0,1438.9842177505916,1450.2799801563685,40.82489084820482,-0.027456812721656454
GSPC,2000-01-31,1360.16,1394.48,1350.14,1394.46,1394.46,993800000,,,0.0,0.0,1437.2381699956666,1449.7245574682456,39.876825013997156,0.025217621456299133
GSPC,2000-02-01,1394.46,1412.49,1384.79,1409.28,1409.28,981000000,,,0.0,0.0,1436.141771172307,1449.3221240606015,39.53568953568955,0.010627769889419492
GSPC,2000-02-02,1409.28,1420.61,1403.49,1409.12,1409.12,1038600000,,,0.0,0.0,1435.0820938714323,1448.9221029256703,43.05660377358489,-0.00011353315168038947
GSPC,2000-02-03,1409.12,1425.78,1398.52,1424.97,1424.97,1146500000,,,0.0,0.0,1434.685541170592,1448.6837735433253,48.35695585447324,0.01124815487680264
GSPC,2000-02-04,1424.97,1435.91,1420.63,1424.37,1424.37,1045100000,,,0.0,0.0,1434.2810101442942,1448.4418454483668,43.81808411899757,-0.00042106149603160503
GSPC,2000-02-07,1424.37,1427.15,1413.33,1424.24,1424.24,918100000,,,0.0,0.0,1433.8872450405963,1448.201031065796,39.19839467708717,-9.12684204243952e-05
GSPC,2000-02-08,1424.24,1441.83,1424.24,1441.72,1441.72,1047700000,,,0.0,0.0,1434.1944119017494,1448.1365431944946,46.591140012192625,0.01227321237993606
GSPC,2000-02-09,1441.72,1444.55,1411.65,1411.71,1411.71,1050500000,,,0.0,0.0,1433.3126702585434,1447.7740900283804,40.22734309345835,-0.020815414921066533
GSPC,2000-02-10,1411.7,1422.1,1406.43,1416.83,1416.83,1058800000,,,0.0,0.0,1432.6662910327182,1447.4661886350632,43.49420499818906,0.0036268072054457257
GSPC,2000-02-11,1416.83,1416.83,1378.89,1387.12,1387.12,1025700000,,,0.0,0.0,1430.8801619726116,1446.8657290466547,38.992613036772454,-0.020969347063515054
GSPC,2000-02-14,1387.12,1394.93,1380.53,1389.94,1389.94,927300000,,,0.0,0.0,1429.2746654246662,1446.2993038820114,47.232172708602015,0.0020329892150643403
GSPC,2000-02-15,1389.94,1407.72,1376.25,1402.05,1402.05,1092100000,,,0.0,0.0,1428.207031486444,1445.8590123010958,48.12658465583622,0.008712606299552395
GSPC,2000-02-16,1402.05,1404.55,1385.58,1387.67,1387.67,1018800000,,,0.0,0.0,1426.617343977172,1445.2800171538213,46.29211453346584,-0.01025641025641022
GSPC,2000-02-17,1387.67,1399.88,1380.07,1388.26,1388.26,1034800000,,,0.0,0.0,1425.1131344094397,1444.712653799057,47.621027346637106,0.00042517313194045947
GSPC,2000-02-18,1388.26,1388.59,1345.32,1346.09,1346.09,1042300000,,,0.0,0.0,1422.0141879620107,1443.731333860758,46.8059023836549,-0.030376154322677373
GSPC,2000-02-22,1346.09,1358.11,1331.88,1352.17,1352.17,980000000,,,0.0,0.0,1419.2752001987947,1442.8202758123923,38.98869968234132,0.004516785653262634
GSPC,2000-02-23,1352.17,1370.11,1342.44,1360.69,1360.69,993700000,,,0.0,0.0,1416.9777413674694,1442.0030591376421,36.91918376137408,0.006300982864580584
GSPC,2000-02-24,1360.69,1364.8,1329.88,1353.43,1353.43,1215000000,,,0.0,0.0,1414.485673078549,1441.1217351661235,35.55981953015615,-0.0053355282981428775
GSPC,2000-02-25,1353.43,1362.14,1329.15,1333.36,1333.36,1065200000,,,0.0,0.0,1411.3042741342922,1440.049479094819,26.754630804364368,-0.014828990047509039
GSPC,2000-02-28,1333.36,1360.82,1325.07,1348.05,1348.05,1026500000,,,0.0,0.0,1408.8237143643198,1439.134061392383,31.926683716965073,0.01101727965440702
GSPC,2000-02-29,1348.05,1369.63,1348.05,1366.42,1366.42,1204300000,,,0.0,0.0,1407.1608236049346,1438.4105383934539,37.39646002266984,0.013627090983272305
GSPC,2000-03-01,1366.42,1383.46,1366.42,1379.19,1379.19,1274100000,,,0.0,0.0,1406.063928561604,1437.821279304962,36.08403436150801,0.009345589203905158
GSPC,2000-03-02,1379.19,1386.56,1370.35,1381.76,1381.76,1198600000,,,0.0,0.0,1405.110833323894,1437.2634556302858,42.40734168229985,0.0018634125827476922
GSPC,2000-03-03,1381.76,1410.88,1381.76,1409.17,1409.17,1150300000,,,0.0,0.0,1405.2700163308002,1436.9839187583425,48.255284256559804,0.019837019453450733
GSPC,2000-03-06,1409.17,1409.74,1384.75,1391.28,1391.28,1029000000,,,0.0,0.0,1404.7213882393962,1436.529153397563,51.00144439094851,-0.01269541645081862
GSPC,2000-03-07,1391.28,1399.21,1349.99,1355.62,1355.62,1314100000,,,0.0,0.0,1402.7958436025572,1435.7240871946024,42.86605138438511,-0.02563107354378713
GSPC,2000-03-08,1355.62,1373.79,1346.62,1366.7,1366.7,1203000000,,,0.0,0.0,1401.3803203240254,1435.0372803568453,42.6203498810071,0.00817338192118755
GSPC,2000-03-09,1366.7,1401.82,1357.88,1401.69,1401.69,1123000000,,,0.0,0.0,1401.392464625044,1434.7054666219512,52.694910041519286,0.025601814589887972
GSPC,2000-03-10,1401.69,1413.46,1392.07,1395.07,1395.07,1138800000,,,0.0,0.0,1401.1445248358268,1434.311083869494,51.27935374788651,-0.00472287024948459
GSPC,2000-03-13,1395.07,1398.39,1364.84,1383.62,1383.62,1016100000,,,0.0,0.0,1400.4572885677553,1433.8066949752704,57.97052202353137,-0.00820747346011319
GSPC,2000-03-14,1383.62,1395.15,1359.15,1359.15,1359.15,1094000000,1402.249,,0.0,0.0,1398.8373948984315,1433.0638422889494,51.37499015050036,-0.017685491681241783
GSPC,2000-03-15,1359.15,1397.99,1356.99,1392.14,1392.14,1302800000,1400.9874,,0.0,0.0,1398.574751961238,1432.6566398781142,55.650580329871715,0.02427252326821905
GSPC,2000-03-16,1392.15,1458.47,1392.15,1458.47,1458.47,1482300000,1402.1684,,0.0,0.0,1400.92358521766,1432.913489232561,65.56793929333647,0.04764607007915855
GSPC,2000-03-17,1458.47,1477.33,1453.32,1464.47,1464.47,1295100000,1403.4156,,0.0,0.0,1403.4156014836342,1433.2274843645753,70.27745986575519,0.004113900183068564
GSPC,2000-03-20,1464.47,1470.3,1448.49,1456.63,1456.63,920800000,1404.4792000000002,,0.0,0.0,1405.502440641139,1433.460345216669,67.15649096195173,-0.005353472587352415
GSPC,2000-03-21,1456.63,1493.92,1446.06,1493.87,1493.87,1065900000,1405.5272,,0.0,0.0,1408.9678351258,1434.0614363090406,69.00480152694519,0.0255658609255609
GSPC,2000-03-22,1493.87,1505.08,1487.33,1500.64,1500.64,1075000000,1406.388,,0.0,0.0,1412.562821983612,1434.7239095795974,68.44007166499651,0.004531853508002781
GSPC,2000-03-23,1500.64,1532.5,1492.39,1527.35,1527.35,1078300000,1408.1638,,0.0,0.0,1417.064279945039,1435.6455622205965,70.59555807044842,0.017799072395777715
GSPC,2000-03-24,1527.35,1552.87,1516.83,1527.46,1527.46,1052200000,1410.068,,0.0,0.0,1421.3935238687632,1436.559138715914,68.13429403648627,7.2020165646558e-05
GSPC,2000-03-27,1527.46,1534.63,1518.46,1523.86,1523.86,901000000,1411.5516,,0.0,0.0,1425.4118170503803,1437.427804002323,71.25633296992238,-0.0023568538619670454
GSPC,2000-03-28,1523.86,1527.36,1507.09,1507.73,1507.73,959100000,1412.4032,,0.0,0.0,1428.63998108762,1438.1273283406083,76.01683029453018,-0.010584961873137844
GSPC,2000-03-29,1507.73,1521.45,1497.45,1508.52,1508.52,1061900000,1413.4707999999998,,0.0,0.0,1431.77253084889,1438.827752934234,75.14182385477238,0.0005239664926743881
GSPC,2000-03-30,1508.52,1517.38,1474.63,1487.92,1487.92,1193400000,1414.1112,,0.0,0.0,1433.9743923842277,1439.3162330045402,66.10872407995518,-0.013655768567867765
GSPC,2000-03-31,1487.92,1519.81,1484.38,1498.58,1498.58,1227400000,1415.1714,,0.0,0.0,1436.507945624062,1439.9059222283756,69.04928411056723,0.0071643636754663564
GSPC,2000-04-03,1498.58,1507.19,1486.96,1505.97,1505.97,1021700000,1416.4635999999998,,0.0,0.0,1439.2319477564515,1440.5632762360535,72.85805029331547,0.004931334997130721
GSPC,2000-04-04,1505.98,1526.45,1416.41,1494.73,1494.73,1515460000,1418.3275999999998,,0.0,0.0,1441.4083419620808,1441.102248611814,76.64701257861637,-0.00746362809352108
GSPC,2000-04-05,1494.73,1506.55,1478.05,1487.37,1487.37,1110300000,1419.8744,,0.0,0.0,1443.2107599243523,1441.5626242475173,70.8134807885649,-0.004923966201253793
GSPC,2000-04-06,1487.37,1511.76,1487.37,1501.34,1501.34,1008000000,1421.8194,,0.0,0.0,1445.4903379665348,1442.1574240062484,62.150671730627494,0.009392417488587324
GSPC,2000-04-07,1501.34,1518.68,1501.34,1516.35,1516.35,891600000,1424.1752000000001,,0.0,0.0,1448.269148242357,1442.895658593251,63.98986085643402,0.009997735356414905
GSPC,2000-04-10,1516.35,1527.19,1503.35,1504.46,1504.46,853700000,1427.0611999999999,,0.0,0.0,1450.4727110563822,1443.508239104761,62.62205098432469,-0.007841197612688311
GSPC,2000-04-11,1504.46,1512.8,1486.78,1500.59,1500.59,971400000,1429.1837999999998,,0.0,0.0,1452.438094936524,1444.0762168251117,52.15246636771302,-0.002572351541416884
GSPC,2000-04-12,1500.59,1509.08,1466.15,1467.17,1467.17,1175900000,1430.3415999999997,,0.0,0.0,1453.015816703719,1444.3060057124242,40.84268125854991,-0.022271239978941537
GSPC,2000-04-13,1467.17,1477.52,1439.34,1440.51,1440.51,1032000000,1430.9694,,0.0,0.0,1452.5253925192596,1444.2682345113058,26.234263820470744,-0.01817103675783993
GSPC,2000-04-14,1440.51,1440.51,1339.4,1356.56,1356.56,1279700000,1429.6012,,0.0,0.0,1448.7620437930143,1443.3955157599496,17.941021985443072,-0.05827797099638321
GSPC,2000-04-17,1356.56,1401.53,1346.5,1401.44,1401.44,1204700000,1429.1426000000001,,0.0,0.0,1446.906277369759,1442.9780479414426,30.115002274056295,0.03308368225511593
GSPC,2000-04-18,1401.44,1441.61,1397.81,1441.61,1441.61,1109400000,1429.49,,0.0,0.0,1446.6985802180038,1442.9644355241148,40.037967817754456,0.02866337481447645
GSPC,2000-04-19,1441.61,1447.69,1424.26,1427.47,1427.47,1001400000,1429.205,,0.0,0.0,1445.9445182486704,1442.810262036313,38.2607688073926,-0.009808478021101297
GSPC,2000-04-20,1427.47,1435.49,1422.08,1434.54,1434.54,896200000,1429.6616000000001,,0.0,0.0,1445.4972822389186,1442.7279708717726,41.95308731307282,0.004952818623158439
GSPC,2000-04-24,1434.54,1434.54,1407.13,1429.86,1429.86,868700000,1429.9222,,0.0,0.0,1444.8840554844512,1442.5999313606108,39.450414491863675,-0.0032623698188967154
